variant,basin_id,component,mean_component_discharge,component_weight,component_contribution_to_final_q,collapsed_near_zero,dominates_basin,mean_channel_loss_component,mean_gate_loss_component
Model6PhysicalFix_A_explicit_gate,1414500,1,2.799990653991699,0.0681239441037178,0.26284870505332947,False,False,0.00591225316748023,0.07195457071065903
Model6PhysicalFix_A_explicit_gate,1414500,2,2.606353759765625,0.036260221153497696,0.2446707785129547,False,False,0.04133441671729088,0.005940496455878019
Model6PhysicalFix_A_explicit_gate,1414500,3,2.596714735031128,0.5315243005752563,0.2437659353017807,False,False,0.0011375629110261798,0.005890619941055775
Model6PhysicalFix_A_explicit_gate,1414500,4,2.649251937866211,0.36409154534339905,0.24870237708091736,False,False,0.00856027938425541,0.003937496338039637
Model6PhysicalFix_A_explicit_gate,1415000,1,2.475034236907959,0.09049461036920547,0.26058411598205566,False,False,0.004665764048695564,0.06874311715364456
Model6PhysicalFix_A_explicit_gate,1415000,2,2.350660562515259,0.0377245657145977,0.2474888116121292,False,False,0.033546969294548035,0.00666820490732789
Model6PhysicalFix_A_explicit_gate,1415000,3,2.3178086280822754,0.5511798858642578,0.24402980506420135,False,False,0.00190721673425287,0.005962676834315062
Model6PhysicalFix_A_explicit_gate,1415000,4,2.354379415512085,0.3206009268760681,0.24788445234298706,False,False,0.011808590032160282,0.0037822029553353786
Model6PhysicalFix_A_explicit_gate,1423000,1,2.3082070350646973,0.11544562876224518,0.2629184126853943,False,False,0.004762668162584305,0.06452260166406631
Model6PhysicalFix_A_explicit_gate,1423000,2,2.1184632778167725,0.05424049124121666,0.24130482971668243,False,False,0.04344281181693077,0.00615993607789278
Model6PhysicalFix_A_explicit_gate,1423000,3,2.1232519149780273,0.49094119668006897,0.24185051023960114,False,False,0.003739777021110058,0.005296297837048769
Model6PhysicalFix_A_explicit_gate,1423000,4,2.229107618331909,0.3393726944923401,0.25391289591789246,False,False,0.013502340763807297,0.003717974526807666
