gage_id,gage_name,lat,lon,NSE,KGE,logNSE,lowflow_NSE,highflow_NSE,fdc_error,ET_ratio,runoff_ratio,BFI,BFI_obs,BFI_error,groundwater_loss_fraction,water_balance_closure,sum_surface_runoff,sum_interflow,sum_recharge_to_groundwater,sum_baseflow,sum_groundwater_loss,sum_actual_ET,sum_total_discharge,mean_groundwater_storage,mean_soil_moisture,mean_snowpack,channel_loss_mean,zero_flow_probability_mean,COEF_t_mean,SQ_t_mean,ETGAM_t_mean,SUB_t_mean,CRAK_t_mean,K_t_mean,LG_t_mean,SG_CRIT_mean,CFMAX_t_mean,INSC_wavg,COEF_wavg,SQ_wavg,SMSC_wavg,SUB_wavg,CRAK_wavg,K_wavg,LG_wavg,TT_wavg,CFMAX_wavg,CFR_wavg,CWH_wavg,SG_CRIT_wavg,route_a_static,route_b_static,weight_c1,weight_c2,weight_c3,weight_c4
1543000," Driftwood Br Sinnemahoning Cr at Sterling Run, PA",41.4134,-78.19695,0.8028315603733063,0.8002347274223898,0.8085793852806091,-5.455920696258545,0.7088885307312012,0.43121959533109805,0.30223596,0.491937,0.2865175,0.34099296,0.054475456,0.9611168,-60555.14,6568.7266,73.970856,3748.853,2602.7842,64335.52,5581.1494,9084.207,17.802116,70.855415,8.843006,0.01740759,0.9727997,232.9923,3.4419801,2.1712189,0.39497742,0.596443,0.11605739,0.068498045,124.174484,3.0425706,2.0226138,232.9923,4.8613434,124.63814,0.8192948,0.41548416,0.116057366,0.089595124,-1.1061292,4.2918644,0.041840166,0.014246138,124.174484,1.3518199,1.3473566,0.16110176,0.040591825,0.42959404,0.3687124
1543500,"          Sinnemahoning Creek at Sinnemahoning, PA",41.31728,-78.10306,0.812262699007988,0.792776440176202,0.8041325509548187,-5.729004383087158,0.7144798636436462,0.5700234521788833,0.30255798,0.4853327,0.30824888,0.3769477,0.06869882,0.9561725,-56744.96,6338.1084,77.42737,3949.9634,2780.727,60666.39,5623.7485,9021.045,22.441023,68.617805,8.196548,0.020859823,0.9748451,237.33943,3.385576,2.1650238,0.37520248,0.61635566,0.11354366,0.06704384,117.78808,2.9161825,2.0221477,237.33943,4.750805,119.29959,0.7875246,0.42477718,0.11354368,0.088343106,-1.0907652,4.1145434,0.041738994,0.019400978,117.78806,1.5733981,1.4402627,0.1378003,0.04066942,0.43649563,0.38503462
1544500,"                    Kettle Creek at Cross Fork, PA",41.4759,-77.82582,0.7813043147325516,0.8459936778137723,0.80262491106987,-6.894693851470947,0.6722688972949982,0.31986658657887096,0.2964189,0.4936991,0.30494714,0.38948616,0.084539026,0.95867735,-60652.06,6407.157,83.01772,4083.4133,2780.4924,64506.76,5474.453,9117.949,19.424215,79.59459,11.411453,0.017522026,0.9759549,235.32487,3.427478,2.1896417,0.3519691,0.6385774,0.11175899,0.06805784,123.62196,3.1569772,2.1314957,235.32486,4.7531643,139.26491,0.7691625,0.43847376,0.111759,0.08858709,-1.006947,4.4458094,0.042706236,0.015935794,123.62198,1.2927381,1.8335656,0.12613542,0.036525555,0.45887426,0.3784647
1545600,"                Young Womans Creek near Renovo, PA",41.38951,-77.69082,0.7251372039318085,0.7580310107929035,0.7084874510765076,-19.379329681396484,0.6143663823604584,0.6613083400561748,0.294708,0.5180121,0.28767872,0.42887357,0.14119485,0.9577417,-59599.125,6997.772,65.54266,3770.3948,2783.2954,63080.58,5504.3193,9675.014,22.18545,71.69289,10.7269945,0.020531299,0.97830003,219.09445,3.4064567,2.1736782,0.41127554,0.5807235,0.108117,0.06421954,125.81234,3.0781353,2.010003,219.09447,4.7930145,127.66679,0.7873405,0.41470718,0.108117,0.08669518,-0.89817566,4.336179,0.04332896,0.010962083,125.81234,1.2010754,2.0520396,0.09553399,0.030815475,0.50772005,0.36593047
1547700,"                      Marsh Creek at Blanchard, PA",41.05951,-77.60583,0.7660147100687027,0.7359343253589652,0.8042163550853729,-12.324581146240234,0.699008047580719,0.4799399126855565,0.34273165,0.42633048,0.3255425,0.34597793,0.020435423,0.965183,-62181.04,4980.2324,81.88105,3817.8257,2385.496,66129.94,5890.8623,7327.7563,18.451931,90.36078,4.868092,0.015190868,0.97745156,246.97891,3.5542066,1.9553621,0.26169583,0.7293333,0.10103928,0.06512195,131.2771,3.4489431,2.2712631,246.97891,4.8684683,173.41084,0.72857666,0.47374493,0.101039276,0.084546566,-0.8879825,4.869652,0.041900784,0.014143558,131.27707,0.8734249,2.1453922,0.08236072,0.046344128,0.4708508,0.40044445
1548500,"                       Pine Creek at Cedar Run, PA",41.52174,-77.44748,0.8356324583292007,0.8975999631280518,0.8496336191892624,-4.732991695404053,0.7459767758846283,0.12837149964205358,0.31351396,0.46220344,0.25006142,0.39935553,0.14929411,0.9711149,-64388.14,6127.6733,101.95058,3640.76,2032.2405,68323.56,5512.544,8126.965,17.897532,75.12392,11.204097,0.015838215,0.97556865,226.35988,3.5474083,2.1802647,0.34467483,0.64408666,0.11660876,0.07315029,133.0425,3.1077979,1.7942328,226.3599,4.967804,131.7237,0.79321444,0.37856194,0.116608754,0.09415622,-0.80172014,4.3825808,0.042221542,0.02900298,133.04251,1.4679763,1.9226717,0.114881136,0.06914866,0.49366602,0.32230416
1549500,"          Blockhouse Creek near English Center, PA",41.47368,-77.23081,0.6992542743682861,0.7336419726107479,0.6995174586772919,-24.359525680541992,0.6325350403785706,0.3611947066763656,0.30486807,0.509549,0.23999102,0.39044523,0.15045421,0.96799004,-66181.29,7351.9775,105.45558,3620.5767,2303.4216,69656.11,5742.545,9597.949,14.024842,91.45808,10.1353245,0.020249292,0.97958773,228.37569,3.641288,2.1535692,0.40586743,0.5828708,0.11353718,0.07263569,134.15125,3.5941486,1.6560006,228.37566,4.9084034,158.5137,0.76576203,0.36766693,0.11353717,0.091753334,-0.5573412,5.060908,0.04254032,0.015176175,134.15126,0.7938435,1.9226879,0.074942976,0.07971314,0.53446984,0.31087404
1550000,"                 Lycoming Creek near Trout Run, PA",41.41841,-77.03275,0.7272254824638367,0.8395055883331434,0.7944329082965851,-5.336971282958984,0.64715576171875,0.14621549585254864,0.2888681,0.5040328,0.3078215,0.4154914,0.10766989,0.9539283,-56838.164,6660.6426,85.52335,4166.1904,2932.8765,60726.03,5460.5405,9527.848,19.033825,81.91026,8.571335,0.016603336,0.97792065,248.44499,3.5606306,2.183325,0.3483074,0.6425409,0.10620849,0.06349462,121.81566,3.0492063,2.110891,248.44499,4.823306,141.32178,0.76404476,0.45564896,0.10620849,0.08210263,-0.9300498,4.2939,0.042033516,0.014242788,121.81564,1.0439278,1.5039632,0.11138447,0.063878626,0.41765118,0.40708572
1552000,"             Loyalsock Creek at Loyalsockville, PA",41.32508,-76.91246,0.832684725522995,0.8886520757417103,0.8537745922803879,-1.1133215427398682,0.7744966745376587,0.10978844234556172,0.28346086,0.50736845,0.32315218,0.42688575,0.10373357,0.9502949,-56122.83,6683.6924,90.820984,4331.296,3143.586,60101.223,5434.8545,9727.881,22.226051,86.37881,7.8621163,0.021926193,0.97593343,255.13132,3.4372056,2.2041564,0.3563414,0.63468444,0.10825146,0.06597572,116.67153,2.871868,2.0832398,255.13133,4.554219,146.17867,0.7347655,0.45977682,0.10825146,0.085156016,-1.0416648,4.0370455,0.043159597,0.016806155,116.671524,1.4223756,1.3662533,0.14230672,0.06551424,0.38357273,0.40860626
1552500,"                    Muncy Creek near Sonestown, PA",41.35702,-76.53467,0.7042011022567749,0.7235612157888491,0.7764700353145599,-3.454230308532715,0.6105934083461761,0.164362377123442,0.27477187,0.5403774,0.32240683,0.3897408,0.06733397,0.9464722,-57747.4,7368.7266,93.66642,4662.132,3472.0579,61392.523,5475.9297,10769.183,19.330372,99.35639,8.667137,0.017865317,0.97859,251.18945,3.4399555,2.2343018,0.36449888,0.62616104,0.11012899,0.063064255,121.95794,3.2660842,2.1810238,251.18945,4.466593,165.53658,0.7054999,0.4687434,0.11012897,0.0844713,-1.0097195,4.575824,0.04370617,0.012322689,121.95793,1.0014575,1.8579154,0.118654855,0.04408271,0.4405246,0.39673784
1557500,"                    Bald Eagle Creek at Tyrone, PA",40.68367,-78.23362,0.745768815279007,0.7469886375301041,0.7516510635614395,-4.123234272003174,0.5790227353572845,0.1983792060938962,0.3413097,0.42140353,0.34583145,0.43016505,0.0843336,0.96243644,-60348.656,4804.85,83.699936,4042.6182,2514.494,64425.344,5888.932,7270.865,19.611162,93.44279,4.64983,0.017100776,0.97635555,250.87408,3.5367358,1.9600492,0.24315317,0.74784404,0.100049354,0.06524508,126.83635,3.2638834,2.3504262,250.8741,4.793027,177.95592,0.7187129,0.48891813,0.100049354,0.08182366,-0.9260176,4.608908,0.043702133,0.01641335,126.836334,1.0254955,1.9764229,0.100454964,0.0532892,0.42768595,0.41856983
1567500,"                     Bixler Run near Loysville, PA",40.37092,-77.40221,0.6916426718235016,0.8453188139377252,0.39791905879974365,-9.062186241149902,0.598900318145752,0.25313558589672,0.36614415,0.397271,0.41150537,0.4863699,0.07486454,0.9401836,-42281.84,4308.5195,120.92113,4721.0386,2958.3264,46498.344,6625.7617,7189.0347,25.526752,123.57116,3.7302232,0.029054182,0.97923774,286.53564,2.9810877,1.8575609,0.22451615,0.76675683,0.082631044,0.05827879,119.52914,3.3306656,2.1654391,286.5357,3.6445951,229.50403,0.565972,0.5331204,0.082631044,0.07801061,-0.6236471,4.6900907,0.048451792,0.020413628,119.52912,0.75648165,1.3032981,0.07574089,0.17722173,0.3112292,0.43580824
